352;5006.594;10088.323;6.534;VIAL
353;5004.154;10089.954;6.508;VIAL
354;5000.728;10092.292;6.473;VIAL
355;5002.136;10095.467;6.484;VIAL
356;5005.295;10093.668;6.480;VIAL
357;5003.110;10097.098;6.507;VIAL
358;5007.006;10093.501;6.512;VIAL
359;5006.620;10096.911;6.536;VIAL
360;5008.115;10093.815;6.502;VIAL
361;5010.999;10096.534;6.482;VIAL
362;5010.951;10093.523;6.555;VIAL
363;5011.379;10091.515;6.467;VIAL
364;5011.833;10087.685;6.537;VIAL
365;5009.255;10086.624;6.509;VIAL
366;5008.502;10084.016;6.552;VIAL
367;4998.743;10092.551;6.547;PT
368;4999.913;10094.821;6.513;PT
369;5001.850;10097.864;6.495;PT
370;5006.547;10097.763;6.651;PT
371;5006.821;10098.226;6.893;CT
372;5000.997;10098.670;6.982;CT
373;4998.234;10092.695;6.942;CT
374;5092.478;10086.879;6.508;VIAL
375;5092.501;10089.089;6.529;VIAL
376;5092.597;10091.356;6.511;VIAL
377;5098.029;10090.947;6.494;VIAL
378;5097.784;10089.027;6.499;VIAL
379;5097.609;10086.132;6.469;VIAL
380;5099.270;10085.142;6.498;VIAL
381;5101.538;10086.758;6.516;VIAL
382;5103.843;10088.251;6.515;VIAL
383;5101.199;10083.372;6.503;VIAL
384;5074.321;10088.333;6.644;VIAL
385;5073.201;10090.069;6.547;VIAL
386;5073.703;10092.398;6.559;VIAL
387;5094.748;10090.247;6.546;VIAL
388;5094.306;10088.722;6.524;VIAL
389;5094.030;10087.086;6.505;VIAL
390;5058.799;10089.213;6.518;VIAL
391;5063.099;10092.911;6.513;VIAL
392;5062.931;10091.066;6.495;VIAL
393;5104.029;10077.210;6.534;VIAL
394;5105.986;10078.736;6.539;VIAL
395;5103.870;10073.787;6.527;VIAL
396;5105.005;10073.159;6.518;VIAL
397;5107.567;10072.385;6.531;VIAL
398;5106.704;10063.796;6.513;VIAL
399;5105.205;10063.819;6.519;VIAL
400;5103.572;10064.658;6.489;VIAL
